Item_ID	Sentence	NP	RC	MatSubj	MatV	Det	HeadNoun	HeadSpecificity	Matrix Clause Structure	Adjacency	Type of Antecedent	Relativizer	RCSubj	RCSubjType	RClength	Comments	Speaker_ID	Speaker_sex	Speaker_birthdate	Speaker_Age	Speaker_dialect	Speaker_education	Speaker_payment	TURNinCONV	TOPinCONV	Speaker_AB	Conversation_ID	Conversation_topic_ID	Conversation_topic	Conversation_transcription-difficulty	Conversation_topic-variability	Conversation_naturalness
101092:14	"um, it's some kind of advisory board *ich*-2 0 they've put *t*-1 together for parents and children"	some kind of advisory board *ich*-2 0 they've put *t*-1 together for parents and children	0 they've put *t*-1 together for parents and children	it	is	some	kind	empty	copula	adjacent	pronoun	0	they	3pro	7		1280	" ""FEMALE"""	1958	32	" ""NYC"""	3	" ""CASH"""	66	96	A	3140	334	SOCIAL CHANGE	3	2	2
101182:28	"that's, that was the rationale 0 they gave *t*-1 when they were giving us information about our employee assistance programs *t*-5 that they want us to be happy and want us to be able *-2 to cope with *-3 trying *-4 to split ourselves in fifteen million pieces."	the rationale 0 they gave *t*-1 when they were giving us information about our employee assistance programs *t*-5	0 they gave *t*-1 when they were giving us information about our employee assistance programs *t*-5	that	was	the	rationale	nonempty	copula	adjacent	definite	0	they	3pro	13		1270	" ""MALE"""	1965	25	" ""MIXED"""	3	" ""GIFT"""	107	146	B	3140	334	SOCIAL CHANGE	3	2	2
114519:44	"other times it's, you know, wasting your time * to collect the data 0 they want *t*-1 for their marketing purpose."	the data 0 they want *t*-1 for their marketing purpose	0 they want *t*-1 for their marketing purpose	it	is	the	data	nonempty	copula	adjacent	definite	0	they	3pro	6		1377	" ""FEMALE"""	1941	49	" ""NORTHERN"""	2	" ""CASH"""	51	82	A	3304	364	HOBBIES AND CRAFTS	2	3	3
11681:10	"that's the, part 0 they had trouble *-1 finding *t*-2 was wolves."	"the, part 0 they had trouble *-1 finding *t*-2"	0 they had trouble *-1 finding *t*-2	part	was	the	part	empty	copula	adjacent	definite	0	they	3pro	4		1026	" ""FEMALE"""	1957	33	" ""SOUTHERN"""	2	" ""GIFT"""	78	148	B	2113	348	MOVIES	1	1	1
122831:78	"i think, uh, 0 it *exp*-3's in everyone's nature to some degree * to want *-1 to get out and explore something 0 they haven't *?* *t*-2, or experience something, you know, indifferent."	something 0 they haven't *?* *t*-2	0 they haven't *?* *t*-2	it	is	something	something	empty	copula	adjacent	pronoun	0	they	3pro	2		1367	" ""FEMALE"""	1955	35	" ""NYC"""	2	" ""CASH"""	24	42	A	3398	343	HOUSES	1	1	2
12449:50	"today the turks, uh, agreed *-1 to support the kurds, which *t*-2 is something 0 they've never done *t*-3 before"	something 0 they've never done *t*-3 before	0 they've never done *t*-3 before	turks	is	something	something	empty	copula	adjacent	pronoun	0	they	3pro	6		1126	" ""FEMALE"""	1963	27	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	45	63	B	2131	308	MUSIC	4	1	1
125055:30	"so that's, that's a big safety factor 0 they've got *t*-1 in them now."	a big safety factor 0 they've got *t*-1 in them now	0 they've got *t*-1 in them now	that	is	a	factor	nonempty	copula	adjacent	indefinite	0	they	3pro	5		1350	" ""MALE"""	1939	51	" ""NEW ENGLAND"""	2	" ""CASH"""	21	28	B	3441	336	RIGHT TO PRIVACY	4	1	1
129330:29	"i was the, i think 0 *t*-2 the ninety eighth person 0 they'd interviewed *t*-1."	the ninety eighth person 0 they'd interviewed *t*-1	0 they'd interviewed *t*-1	I	was	the	person	empty	copula	adjacent	unique	0	they	3pro	2		1461	" ""FEMALE"""	1962	28	" ""WESTERN"""	2	" ""CASH"""	76	112	A	3515	335	RECYCLING	1	1	2
131853:21	"if you'll take lessons, the first thing 0 they put *t*-1 in your hand is an iron."	the first thing 0 they put *t*-1 in your hand	0 they put *t*-1 in your hand	the first thing 0 they put *t*-1 in your hand	is	the	thing	empty	copula	adjacent	unique	0	they	3pro	5		1400	" ""FEMALE"""	1942	48	" ""MIXED"""	2	" ""CASH"""	49	89	A	3551	353	PUBLIC EDUCATION	1	1	1
137170:14	"well, that's one thing 0 they've got *t*-1."	one thing 0 they've got *t*-1	0 they've got *t*-1	that	is	one	thing	empty	copula	adjacent	indefinite	0	they	3pro	2		1477	" ""MALE"""	1957	33	" ""NORTH MIDLAND"""	2	" ""CASH"""	6	11	A	3660	354	DRUG TESTING	4	2	3
13783:125	"uh, i have acquaintances of mine where i know that they are paying figures on, on the order of what i quoted *t*-1 to someone, because that's what the experience 0 they want *t*-2 *t*-3"	the experience 0 they want *t*-2	0 they want *t*-2	acquaintances	are	the	experience	nonempty	copula	adjacent	definite	0	they	3pro	2		1126	" ""FEMALE"""	1963	27	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	49	85	B	2151	327	UNIVERSAL PBLIC SERV	1	1	4
137946:25	"and the first winter down here was probably the worst winter 0 they'd seen *t*-1 in twenty years,"	the worst winter 0 they'd seen *t*-1 in twenty years	0 they'd seen *t*-1 in twenty years	the first winter down here	was	the	winter	nonempty	copula	adjacent	unique	0	they	3pro	5		1480	" ""FEMALE"""	1959	31	" ""WESTERN"""	3	" ""CASH"""	76	101	A	3682	306	RECIPES/FOOD/COOKING	3	1	1
154909:3	the minimum 0 they want you to do *t*-1 is three times a week.	the minimum 0 they want you to do *t*-1	0 they want you to do *t*-1	the minimum 0 they want you to do *t*-1	is	the	minimum	nonempty	copula	adjacent	definite	0	they	3pro	5		1344	" ""FEMALE"""	1935	55	" ""SOUTH MIDLAND"""	3	" ""CASH"""	82	105	B	4129	322	CAPITAL PUNISHMENT	2	3	3
156606:70	"all 0 you got *-1 to do *t*-2 is * read a book, i mean * read the little book 0 they send *t*-3"	the little book 0 they send *t*-3	0 they send *t*-3	the little book 0 they send *t*-3	is	the	book	nonempty	copula	adjacent	definite	0	they	3pro	2		1503	" ""MALE"""	1956	34	" ""WESTERN"""	2	" ""CASH"""	42	60	B	4153	323	CHILD CARE	1	1	1
157028:32	"and, uh, i think 0 that would be the most effective support 0 they could get *t*-1 is for other people to understand, you know, try *-2 to understand what they're going through *t*-3 and everything and try *-2 to understand that they're not, you know, they don't, they don't have *-4 to be just completely cut *-5 off from, from the community"	the most effective support 0 they could get *t*-1	0 they could get *t*-1	that	be	the	support	nonempty	copula	adjacent	unique	0	they	3pro	3		1536	" ""MALE"""	1961	29	" ""NORTHERN"""	3	" ""CASH"""	68	95	B	4155	340	TAXES	1	1	1
163353:16	"so, maybe that's one thing 0 they can do *t*-1."	one thing 0 they can do *t*-1	0 they can do *t*-1	that	is	one	thing	empty	copula	adjacent	indefinite	0	they	3pro	3		1533	" ""MALE"""	1965	25	" ""NORTH MIDLAND"""	3	" ""CASH"""	74	143	A	4347	366	CONSUMER GOODS	3	4	2
164114:5	"and the first thing 0 they said *t*-3 is, uh, you must don't have *-1 to be to work at eight, you know,"	the first thing 0 they said *t*-3	0 they said *t*-3	the first thing 0 they said *t*-3	is	the	thing	empty	copula	adjacent	unique	0	they	3pro	2		1633	" ""MALE"""	1963	27	" ""SOUTHERN"""	3	" ""GIFT"""	22	69	B	4358	335	RECYCLING	3	1	1
166032:65	"where people aren't really, you know, eco conscious *t*-3. it's just the fact that it's something 0 they have *-2 to do *t*-1."	something 0 they have *-2 to do *t*-1	0 they have *-2 to do *t*-1	it	is	something	something	empty	copula	adjacent	pronoun	0	they	3pro	4		1569	" ""MALE"""	1962	28	" ""NORTHERN"""	3	" ""CASH"""	8	18	A	4382	302	AIR POLLUTION	2	1	1
166795:31	"* en-, enhancing revenue is the, uh, phrase 0 they use *t*-1."	"the, uh, phrase 0 they use *t*-1"	0 they use *t*-1	enhancing revenue	is	the	phrase	nonempty	copula	adjacent	definite	0	they	3pro	2		1199	" ""MALE"""	1941	49	" ""SOUTHERN"""	3	" ""CASH"""	27	52	A	4565	358	FAMILY LIFE	1	1	1
168131:39	"uh, this is, this is really for a speech research project 0 they're doing *t*-1"	a speech research project 0 they're doing *t*-1	0 they're doing *t*-1	this	is	a	project	nonempty	copula	adjacent	indefinite	0	they	3pro	2		1390	" ""MALE"""	1942	48	" ""WESTERN"""	3	" ""CASH"""	14	25	B	4626	357	FAMILY FINANCE	1	1	1
168183:12	see that's something 0 in minneapolis they're really strict on *t*-1.	something 0 in minneapolis they're really strict on *t*-1	0 in minneapolis they're really strict on *t*-1	that	is	something	something	empty	copula	adjacent	pronoun	0	they	3pro	6		1196	" ""MALE"""	1940	50	" ""NYC"""	0	" ""NONE"""	31	59	A	4626	357	FAMILY FINANCE	1	1	1
168296:13	"that's definitely one thing 0 they could do *t*-1 *-2 to make it easier is * to just, you know."	one thing 0 they could do *t*-1 *-2 to make it easier	0 they could do *t*-1 *-2 to make it easier	that	is	one	thing	empty	copula	adjacent	indefinite	0	they	3pro	7		1191	" ""MALE"""	1940	50	" ""NYC"""	0	" ""NONE"""	11	18	A	4628	345	JOB BENEFITS	1	1	1
169677:3	"the other thing 0 they asked about *t*-1 was whether uh, uh, the verdict should be required *-2 to be unanimous. which, again, i think 0 *t*-3 is the way 0 it is *t*-5 now. that all the, all verdicts,"	the other thing 0 they asked about *t*-1	0 they asked about *t*-1	the other thing 0 they asked about *t*-1	was	the	thing	empty	copula	adjacent	definite	0	they	3pro	3		1669	" ""FEMALE"""	1954	36	" ""NEW ENGLAND"""	2	" ""CASH"""	26	41	B	4688	357	FAMILY FINANCE	1	1	1
171320:16	"and, uh that's the sort of system 0 they have *t*-1."	the sort of system 0 they have *t*-1	0 they have *t*-1	that	is	the	sort	empty	copula	adjacent	definite	0	they	3pro	2		1437	" ""FEMALE"""	1941	49	" ""NORTHERN"""	2	" ""CASH"""	15	14	A	4733	353	PUBLIC EDUCATION	2	1	1
175014:10	"that's one thing 0 they don't do *t*-1 is, is drug testing while you're on the job."	one thing 0 they don't do *t*-1	0 they don't do *t*-1	that	is	one	thing	empty	copula	adjacent	indefinite	0	they	3pro	3		1701	" ""FEMALE"""	1936	54	" ""NORTHERN"""	2	" ""CASH"""	12	18	B	4902	344	IMMIGRATION	1	1	1
175177:36	"we're from a county, we're from the county 0 they marched in *t*-1."	the county 0 they marched in *t*-1	0 they marched in *t*-1	we	are	the	county	nonempty	copula	adjacent	definite	0	they	3pro	3		1165	" ""MALE"""	1937	53	" ""NORTHERN"""	2	" ""NONE"""	22	38	A	4908	335	RECYCLING	2	1	1
19276:61	"if, if somebody's about *-3 to, to clobber you, the first thing 0 they do *t*-1 is * sort of say, well, you know, we're, we're ashamed, 0 we're not going *-2 to do that anymore."	the first thing 0 they do *t*-1	0 they do *t*-1	the first thing 0 they do 	is	the	thing	empty	copula	adjacent	unique	0	they	3pro	2		1149	" ""FEMALE"""	1954	36	" ""NORTH MIDLAND"""	2	" ""GIFT"""	90	155	B	2253	311	BOOKS AND LITERATURE	3	2	2
20054:51	"somebody who, *t*-1 saw the movie here the other day told me 0 it was the most terrifying thing 0 they'd ever seen *t*-2,"	the most terrifying thing 0 they'd ever seen *t*-2	0 they'd ever seen *t*-2	it	was	the	thing	empty	copula	adjacent	unique	0	they	3pro	3		1047	" ""MALE"""	1963	27	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	155	237	A	2260	340	TAXES	3	3	1
27453:3	"the advice 0 they give you *t*-1 is, uh,"	the advice 0 they give you *t*-1	0 they give you *t*-1	the advice 0 they give you *t*-1	is	the	advice	nonempty	copula	adjacent	definite	0	they	3pro	3		1084	" ""MALE"""	1959	31	" ""WESTERN"""	3	" ""GIFT"""	27	40	B	2370	329	WOMEN'S ROLES	1	1	1
37860:5	"and the only thing, 0 they, they would think of *t*-1 would be tuition, you know,"	"the only thing, 0 they, they would think of *t*-1"	"0 they, they would think of *t*-1"	"the only thing, 0 they, they would think of *t*-1"	was	the	thing	empty	copula	adjacent	unique	0	they	3pro	4		1232	" ""MALE"""	1958	32	" ""SOUTH MIDLAND"""	3	" ""CASH"""	11	18	A	2466	311	BOOKS AND LITERATURE	2	3	3
40834:45	"they're in it because it's a profession, not because it's a job 0 they could get *t*-1 because they didn't qualify for anything else, you know."	a job 0 they could get *t*-1 because they didn't qualify for anything else	0 they could get *t*-1 because they didn't qualify for anything else	they	are	a	job	nonempty	copula	adjacent	indefinite	0	they	3pro	10		1225	" ""FEMALE"""	1946	44	" ""SOUTHERN"""	1	" ""CASH"""	241	293	A	2485	331	FAMILY REUNIONS	2	1	1
43524:46	"it's just, uh, it's just so realistic. everything 0 they do *t*-1."	everything 0 they do *t*-1	0 they do *t*-1	it	is	everything	everything	empty	copula	adjacent	pronoun	0	they	3pro	2		1174	" ""MALE"""	1962	28	" ""MIXED"""	2	" ""CASH"""	20	39	B	2502	346	LATIN AMERICA	4	2	1
62033:155	"i think 0 that's a good way for people to, you know, maybe get people to come back to these small towns *-3 to work by *-4 helping people that *t*-1 normally might not be able *-2 to go to college and get the type of degree 0 they want *t*-5."	the type of degree 0 they want *t*-5	0 they want *t*-5	that	is	the	type	empty	copula	adjacent	definite	0	they	3pro	2		1235	" ""FEMALE"""	1957	33	" ""NYC"""	3	" ""CASH"""	162	274	B	2658	366	CONSUMER GOODS	2	3	2
66366:14	well at least maybe the guy 0 they cross *t*-1 next time is going *-2 to *?*.	the guy 0 they cross *t*-1 next time	0 they cross *t*-1 next time	the guy 0 they cross *t*-1 next time	is	the	guy	empty	copula	adjacent	definite	0	they	3pro	4	"I can't make a complete RC Length count because I don't have the rest of the sentence. The RC length for this is probably at least 8. NO:  the RC is just ""they cross next time"""	1237	" ""MALE"""	1965	25	" ""NORTH MIDLAND"""	2	" ""CASH"""	32	68	A	2724	356	EXERCISE AND FITNESS	2	2	2
85642:13	"but, that's the type of thing 0 they understand *t*-1."	the type of thing 0 they understand *t*-1	0 they understand *t*-1	that	is	the	type	empty	copula	adjacent	definite	0	they	3pro	2		1281	" ""FEMALE"""	1955	35	" ""NEW ENGLAND"""	3	" ""CASH"""	158	244	B	3020	310	VACATION SPOTS	1	1	1
90458:12	then that is the type of adult 0 they are *t*-1.	the type of adult 0 they are *t*-1	0 they are *t*-1	that	is	the	type	empty	copula	adjacent	definite	0	they	3pro	2		1292	" ""FEMALE"""	1942	48	" ""NORTH MIDLAND"""	3	" ""CASH"""	55	85	A	3069	311	BOOKS AND LITERATURE	3	3	1
2146:03:00	"the only thing 0 we have, *-1 it to pay *t*-2 off is our, is a automobile loan and our house payment,"	"the only thing 0 we have, *-1 it to pay *t*-2 off"	"0 we have, *-1 it to pay *t*-2 off"	"the only thing 0 we have, *-1 it to pay *t*-2 off"	is	the	thing	empty	copula	adjacent	unique	0	we	1pro	5	"This could be posessive, but I can't tell what the ""it"" is. If it's a credit card, the sentence is posessive. If she means, ""the only thing we have to pay off"" and the ""it"" is colloquial, it would be copula. "	1107	" ""FEMALE"""	1961	29	" ""WESTERN"""	2	" ""GIFT"""	32	58	B	2022	357	FAMILY FINANCE	1	1	1
102577:60	"i really, uh, like him a lot. which *t*-1 is why, dances with wolves was the last movie 0 we had seen *t*-2 for several months *t*-3"	the last movie 0 we had seen *t*-2	0 we had seen *t*-2	is	dances with wolves	the	movie	nonempty	copula	adjacent	unique	0	we	1pro	3		1171	" ""MALE"""	1956	34	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	57	86	B	3150	322	CAPITAL PUNISHMENT	1	1	1
104162:9	that's one 0 we want *-1 to see *t*-2.	one 0 we want *-1 to see *t*-2	0 we want *-1 to see *t*-2	that	is	one	one	empty	copula	adjacent	indefinite	0	we	1pro	4		1379	" ""MALE"""	1933	57	" ""NORTHERN"""	2	" ""CASH"""	43	101	A	3168	354	DRUG TESTING	2	2	2
105365:20	"i think 0 that's something 0 we might want *t*-1, too, is some kind of standard transmission *ich*-2 at least rather than automatic."	"something 0 we might want *t*-1, too"	"0 we might want *t*-1, too"	that	is	something	something	empty	copula	adjacent	pronoun	0	we	1pro	4		1334	" ""FEMALE"""	1963	27	" ""NEW ENGLAND"""	3	" ""CASH"""	16	20	B	3188	350	PAINTING	1	1	1
106642:9	this is the price 0 we're going *-1 to give you *t*-2 out the door.	the price 0 we're going *-1 to give you *t*-2 out the door	0 we're going *-1 to give you *t*-2 out the door	this	is	the	price	nonempty	copula	adjacent	definite	0	we	1pro	8		1366	" ""FEMALE"""	1945	45	" ""WESTERN"""	2	" ""CASH"""	42	80	B	3206	355	ELECTIONS AND VOTING	1	1	1
106912:32	my husband said the other day 0 it *exp*-2 was the worst mistake 0 we ever did *t*-1 * to buy a new car because it wasn't worth it from the day after.	the worst mistake 0 we ever did *t*-1	0 we ever did *t*-1	it *exp*-2	was	the	mistake	nonempty	copula	adjacent	unique	0	we	1pro	3	"This is the ""it"" of extraposition, not a cleft"	1412	" ""FEMALE"""	1961	29	" ""WESTERN"""	2	" ""CASH"""	15	28	A	3215	313	WEATHER CLIMATE	1	1	1
106942:12	"and, uh, the closest thing 0 we have *t*-1 are bins like out in front of wal-mart that *t*-2 show, you know, plastics, paper liter bottles, et cetera, et cetera."	the closest thing 0 we have *t*-1	0 we have *t*-1	the closest thing 0 we have *t*-1	are	the	thing	empty	copula	adjacent	unique	0	we	1pro	2		1324	" ""FEMALE"""	1954	36	" ""SOUTH MIDLAND"""	3	" ""CASH"""	28	45	B	3215	313	WEATHER CLIMATE	1	1	1
109367:9	"that's something 0 we, we don't really make any effort * to,"	"something 0 we, we don't really make any effort * to"	"0 we, we don't really make any effort * to"	that		something	something	empty	copula	adjacent	pronoun	0	we	1pro	8	I couldn't get a full RC length because this is not a complete sentence.	1362	" ""FEMALE"""	1942	48	" ""NYC"""	3	" ""CASH"""	14	20	B	3242	354	DRUG TESTING	1	1	1
110047:11	"and that was something 0 we were looking for *t*-1, um,"	something 0 we were looking for *t*-1	0 we were looking for *t*-1	that	was	something	something	empty	copula	adjacent	pronoun	0	we	1pro	4		1410	" ""FEMALE"""	1955	35	" ""SOUTH MIDLAND"""	2	" ""CASH"""	70	108	B	3246	353	PUBLIC EDUCATION	1	1	1
111145:19	that used *-1 to be the kind of things 0 we could plant *t*-2 all the time	the kind of things 0 we could plant *t*-2 all the time	0 we could plant *t*-2 all the time	That	be	the	kind	empty	copula	adjacent	definite	0	we	1pro	6		1399	" ""FEMALE"""	1949	41	" ""SOUTH MIDLAND"""	2	" ""CASH"""	109	148	A	3259	316	RESTAURANTS	1	1	1
11141:36	i think 0 what *t*-1 started it at work was that planet earth thing 0 we had *t*-2 last year.	that planet earth thing 0 we had *t*-2 last year	0 we had *t*-2 last year	what	started	that	thing	empty	copula	adjacent	definite	0	we	1pro	4		1055	" ""FEMALE"""	1965	25	" ""SOUTH MIDLAND"""	2	" ""CASH"""	31	51	A	2111	335	RECYCLING	1	1	1
11190:17	"you know that was one thing 0 we noticed *t*-1 last week that we had some new people move into our building and, you know, the nice cardboard boxes that you move, packing boxes. and they were just used *-1 one time and thrown *-1 in the dumpster"	one thing 0 we noticed *t*-1 last week	0 we noticed *t*-1 last week	thing	noticed	one	thing	empty	copula	adjacent	indefinite	0	we	1pro	2		1055	" ""FEMALE"""	1965	25	" ""SOUTH MIDLAND"""	2	" ""CASH"""	49	82	A	2111	335	RECYCLING	1	1	1
112487:12	that's certainly something 0 we hope 0 *t*-1 never happens.	something 0 we hope 0 *t*-1 never happens	0 we hope 0 *t*-1 never happens	that	is	something	something	empty	copula	adjacent	pronoun	0	we	1pro	4		1410	" ""FEMALE"""	1955	35	" ""SOUTH MIDLAND"""	2	" ""CASH"""	20	35	B	3279	359	FEDERAL BUDGET	1	1	1
113740:13	and that's not the kind of society 0 we have *t*-1 right now.	the kind of society 0 we have *t*-1 right now	0 we have *t*-1 right now	that	is	the	kind	empty	copula	adjacent	definite	0	we	1pro	4		1419	" ""FEMALE"""	1949	41	" ""NORTH MIDLAND"""	2	" ""CASH"""	22	33	B	3296	325	COMPUTERS	2	5	2
114721:9	that's something 0 we want *-1 to learn *t*-2.	something 0 we want *-1 to learn *t*-2	0 we want *-1 to learn *t*-2	that	is	something	something	empty	copula	adjacent	pronoun	0	we	1pro	4		1413	" ""MALE"""	1940	50	" ""SOUTH MIDLAND"""	2	" ""CASH"""	31	59	A	3306	326	BOATING AND SAILING	2	3	2
117786:12	now today's the first cold 0 we've had *t*-1 in texas	the first cold 0 we've had *t*-1 in texas	0 we've had *t*-1 in texas	today	is	the	cold	nonempty	copula	adjacent	unique	0	we	1pro	4		1400	" ""FEMALE"""	1942	48	" ""MIXED"""	2	" ""CASH"""	111	161	A	3333	312	CRIME	1	1	1
