Item_ID	Sentence	NP	RC	MatSubj	MatV	Det	HeadNoun	HeadSpecificity	Matrix Clause Type	Adjacency	Type of Antecedent	Relativizer	RClength	CorrectedRClength	Comments	Speaker_ID	Speaker_sex	Speaker_birthdate	Speaker_Age	Speaker_dialect	Speaker_education	Speaker_payment	TURNinCONV	TOPinCONV	Speaker_AB	Conversation_ID	Conversation_topic_ID	Conversation_topic	Conversation_transcription-difficulty	Conversation_topic-variability	Conversation_naturalness
168383:2	the welfare program that *t*-1's going on right now.	the welfare program that *t*-1's going on right now.	that *t*-1's going on right now			the	program	nonempty	lone head	adjacent	definite	that	7	5		1661	" ""MALE"""	1956	34	" ""SOUTH MIDLAND"""	2	" ""CASH"""	44	72	B	4628	345	JOB BENEFITS	1	1	1
177324:50	"they *ich*-5're collected *-6 twice a month and the trash and, and this bottled stuff that *t*-1 is put *-2 in a, in a little blue bin that *t*-3's picked *-4 up and sorted *-4 out into a truck."	"this bottled stuff that *t*-1 is put *-2 in a, in a little blue bin that *t*-3's picked *-4 up and sorted *-4 out into a truck"	"that *t*-1 is put *-2 in a, in a little blue bin that *t*-3's picked *-4 up and sorted *-4 out into a truck"	they *ich*-5	're	this	stuff	empty	lone head	adjacent	definite	that	25	23		1662	" ""MALE"""	1959	31	" ""WESTERN"""	2	" ""CASH"""	94	120	B	4936	370	WOODWORKING	2	1	1
19295:29	"well, it *exp*-2's amazing just because of the drain that *t*-1's been on, you know, both economies that our economy is, of course, been able *-3 to, uh, withstand that a little better,"	"the drain that *t*-1's been on, you know, both economies"	"that *t*-1's been on, you know, both economies"	it *exp*-2	been	the	drain	nonempty	lone head	adjacent	definite	that	9	7		1140	" ""MALE"""	1941	49	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	97	166	A	2253	311	BOOKS AND LITERATURE	3	2	2
19523:14	"boris yeltsin, the guy that *t*-1's running the, uh, or evidently was elected *-2 president of the soviet, for the russian republic, which *t*-3 is, i guess, the, uh, the biggest,"	the guy that *t*-1's running the	that *t*-1's running the	boris yeltsin	was	the	guy	empty	lone head	adjacent	definite	that	5	3	RC truncated	1149	" ""FEMALE"""	1954	36	" ""NORTH MIDLAND"""	2	" ""GIFT"""	194	303	B	2253	311	BOOKS AND LITERATURE	3	2	2
21056:19	"but, uh, some of the crap that *t*-1's on t v nowadays, it's about."	the crap that *t*-1's on t v nowadays	that *t*-1's on t v nowadays	it		the	crap	nonempty	lone head	adjacent	definite	that	7	5		1167	" ""MALE"""	1969	21	" ""NORTHERN"""	3	" ""CASH"""	1	4	B	2279	358	FAMILY LIFE	1	1	1
27028:8	"well, the thing that *t*-1 really did it for me, i was subbing in a fifth grade class"	the thing that *t*-1 really did it for me	that *t*-1 really did it for me	i	was	the	thing	empty	lone head	adjacent	definite	that	7	5		1039	" ""MALE"""	1943	47	" ""SOUTHERN"""	3	" ""GIFT"""	75	167	A	2365	350	PAINTING			
29666:90	"and it was used *-1 quite often in the colonial times * to, uh, uh, to upholster chairs, and so forth, as well as the crewel, um, embroidery work that *t*-2 was done *-3 on them."	"the crewel, um, embroidery work that *t*-2 was done *-3 on them"	that *t*-2 was done *-3 on them	it	upholster	the	work	nonempty	lone head	adjacent	definite	that	7	5		1101	" ""MALE"""	1939	51	" ""SOUTH MIDLAND"""	3	" ""GIFT"""	122	156	B	2399	304	CREDIT CARD USE	2	2	2
33829:12	"at least the fellow that *t*-2's there, one of the fellows that *t*-1's there at night and on weekends is real helpful."	the fellow that *t*-2's there	that *t*-2's there	one of the fellows that *t*-1's there at night and on weekends	is	the	fellow	empty	lone head	adjacent	definite	that	4	1	"two RCs in this example, so added an entry for other one"	1115	" ""MALE"""	1958	32	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	43	66	A	2435	348	MOVIES	2	2	1
37910:25	"but, uh, you know, with all the peer pressure that *t*-1's going on, with all the negative things, it is, uh, it's a tough environment 0 * to be growing up in *t*-2."	all the peer pressure that *t*-1's going on	that *t*-1's going on	it	know	all	pressure	nonempty	lone head	adjacent	definite	that	5	3		1204	" ""FEMALE"""	1951	39	" ""NORTHERN"""	3	" ""GIFT"""	30	49	B	2466	311	BOOKS AND LITERATURE	2	3	3
43497:22	"you know, a lot of that stuff that *t*-1 was going on in the film, you co-, say what is this *t*-2?"	that stuff that *t*-1 was going on in the film	that *t*-1 was going on in the film	you	know	that	stuff	empty	lone head	adjacent	definite	that	8	6		1179	" ""FEMALE"""	1959	31	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	11	20	A	2502	346	LATIN AMERICA	4	2	1
47761:28	"a lot of the psychology stuff, the good stuff that *t*-1's in psychology it just comes out of the bible"	the good stuff that *t*-1's in psychology	that *t*-1's in psychology	it	comes	the	stuff	empty	lone head	adjacent	definite	that	5	3		1214	" ""FEMALE"""	1960	30	" ""NEW ENGLAND"""	2	" ""CASH"""	5	11	A	2545	325	COMPUTERS	5	1	2
48372:43	"i, i, i agree 0 the thing *ich*-2 that *t*-1 scares me, uh, though about where i would, i would wa-, definitely want some sort of legislation *t*-3"	"the thing *ich*-2 that *t*-1 scares me, uh, though about where i would, i would wa-, definitely want some sort of legislation *t*-3"	"that *t*-1 scares me, uh, though"	i	agree	the	thing	empty	lone head	adjacent	definite	that	6	4		1101	" ""MALE"""	1939	51	" ""SOUTH MIDLAND"""	3	" ""GIFT"""	10	22	B	2547	343	HOUSES	3	1	2
50140:62	"i agree with that. as, as far as the, as far as the mess that *t*-1's developing as a result,"	the mess that *t*-1's developing as a result	that *t*-1's developing as a result	i	agree	the	mess	nonempty	lone head	adjacent	definite	that	7	5		1132	" ""FEMALE"""	1942	48	" ""SOUTH MIDLAND"""	3	" ""CASH"""	57	84	A	2558	327	UNIVERSAL PBLIC SERV	3	5	4
51791:2	"that one that *t*-1's, set *-2 back in the woods?"	"that one that *t*-1's, set *-2 back in the woods?"	"that *t*-1's, set *-2 back in the woods"			that	one	empty	lone head	adjacent	definite	that	9	7		1093	" ""FEMALE"""	1960	30	" ""NORTH MIDLAND"""	2	" ""GIFT"""	153	311	B	2568	348	MOVIES	1	1	1
52514:7	"like the alcoholic that *t*-1 charges up all the bills on the credit card, or the shopaholic, you know you get your life right with god"	the alcoholic that *t*-1 charges up all the bills on the credit card	that *t*-1 charges up all the bills on the credit card	you	know	the	alcoholic	nonempty	lone head	adjacent	definite	that	11	9		1204	" ""FEMALE"""	1951	39	" ""NORTHERN"""	3	" ""GIFT"""	178	267	B	2584	321	CAMPING	5	5	1
55316:53	"but on a highly populated area, like some of the soviet cities would be *?*, with the weaponry that *t*-1's attached *-2 on those things, there is no place 0 * to hide *t*-3."	the weaponry that *t*-1's attached *-2 on those things	that *t*-1's attached *-2 on those things	there	be	the	weaponry	nonempty	lone head	adjacent	definite	that	8	6		1211	" ""MALE"""	1964	26	" ""SOUTH MIDLAND"""	2	" ""CASH"""	63	99	A	2604	327	UNIVERSAL PBLIC SERV	2	1	1
55919:38	"like, um, back in the depression, the c c c, the construction corps that *t*-1 went out and did things. that was great,"	the construction corps that *t*-1 went out and did things	that *t*-1 went out and did things	that	was	the	corps	nonempty	lone head	adjacent	definite	that	7	5		1042	" ""FEMALE"""	1938	52	" ""NEW ENGLAND"""	1	" ""CASH"""	202	245	B	2608	306	RECIPES/FOOD/COOKING	1	1	1
57887:53	"and i-, you know, he in * looking at the persian gulf war that *t*-1 just went on, he,"	the persian gulf war that *t*-1 just went on	that *t*-1 just went on		looking	the	war	nonempty	lone head	adjacent	definite	that	5	3		1174	" ""MALE"""	1962	28	" ""MIXED"""	2	" ""CASH"""	59	110	B	2627	306	RECIPES/FOOD/COOKING	2	2	2
60751:31	"and, you know, their reg-, their regulation that *t*-2's placed *-3 on them is, i mean, it's better than it used *-1 to be *?*"	their regulation that *t*-2's placed *-3 on them	that *t*-2's placed *-3 on them	it	know	their	regulation	nonempty	lone head	adjacent	definite	that	7	5		1251	" ""FEMALE"""	1945	45	" ""NORTHERN"""	2	" ""CASH"""	112	216	B	2650	351	PETS	2	1	1
61618:67	"we named him, uh, we named him buddy after, uh, buddy bell, uh, the ranger baseball player that *t*-1 used *-2 to be here."	the ranger baseball player that *t*-1 used *-2 to be here	that *t*-1 used *-2 to be here	we	named	the	player	nonempty	lone head	adjacent	definite	that	7	5		1235	" ""FEMALE"""	1957	33	" ""NYC"""	3	" ""CASH"""	8	13	B	2658	366	CONSUMER GOODS	2	3	2
63511:8	and on my chevy van that *t*-1's a couple of years old.	my chevy van that *t*-1's a couple of years old	that *t*-1's a couple of years old			my	van	nonempty	lone head	adjacent	definite	that	8	6		1092	" ""MALE"""	1960	30	" ""WESTERN"""	2	" ""GIFT"""	123	197	B	2676	313	WEATHER CLIMATE	3	3	3
64565:33	"and as soon as you go down to salisbury, this town that *t*-1's, you know, uh, two and a half hours away in the suburbs or whatever, uh, in a real rural balt-, uh, maryland, they, it turns into ber-, basically classic rock."	"this town that *t*-1's, you know, uh, two and a half hours away in the suburbs or whatever, uh, in a real rural balt-, uh, maryland"	"that *t*-1's, you know, uh, two and a half hours away in the suburbs or whatever, uh, in a real rural balt-, uh, maryland"	you	go	this	town	nonempty	lone head	adjacent	definite	that	25	23		1211	" ""MALE"""	1964	26	" ""SOUTH MIDLAND"""	2	" ""CASH"""	65	135	A	2703	311	BOOKS AND LITERATURE	2	3	1
74334:27	"because it *exp*-4 wouldn't be hard with all the electronic equipment that *t*-3's around these days * to video tape, uh, either a master teacher teaching a class so that then, students could watch that and, uh, criticize the methods used * and, and analyze it. figure out what *t*-5 worked and what *t*-6 didn't work."	all the electronic equipment that *t*-3's around these days	that *t*-3's around these days	it *exp*-4	be	all	equipment	nonempty	lone head	adjacent	definite	that	6	4		1132	" ""FEMALE"""	1942	48	" ""SOUTH MIDLAND"""	3	" ""CASH"""	39	59	A	2835	334	SOCIAL CHANGE	2	4	2
77620:6	for my older boy that *t*-1 was in college i put a dollar bill for each day. which *t*-2 was the equivalent	my older boy that *t*-1 was in college	that *t*-1 was in college	i	put	my	boy	nonempty	lone head	adjacent	definite	that	5	3		1230	" ""FEMALE"""	1961	29	" ""MIXED"""	2	" ""GIFT"""	134	159	B	2868	310	VACATION SPOTS	2	2	1
79317:8	"and unfortunately the black lab that *t*-1's a female, it, tha-, it's, it's the most wonderful animal 0 we've ever had *t*-2,"	the black lab that *t*-1's a female	that *t*-1's a female	it	've	the	lab	nonempty	lone head	adjacent	definite	that	5	3		1236	" ""FEMALE"""	1965	25	" ""SOUTH MIDLAND"""	2	" ""CASH"""	68	136	B	2893	356	EXERCISE AND FITNESS	1	2	3
83210:20	"or, and the courthouse that *t*-1 goes with them and the bailiffs and the clerk, uh, court clerks."	the courthouse that *t*-1 goes with them	that *t*-1 goes with them			the	courthouse	nonempty	lone head	adjacent	definite	that	5	3		1236	" ""FEMALE"""	1965	25	" ""SOUTH MIDLAND"""	2	" ""CASH"""	113	179	A	2969	361	GARDENING	2	1	1
85798:41	"i think 0 they were talking about the fact that, um, the money that *t*-1 could be saved *-2, um, in administrative costs and so forth nationwide by * consolidating into sort of a national insurance provider, um, could, uh, could,"	"the money that *t*-1 could be saved *-2, um, in administrative costs and so forth nationwide by * consolidating into sort of a national insurance provider"	"that *t*-1 could be saved *-2, um, in administrative costs and so forth nationwide by * consolidating into sort of a national insurance provider"	"the money that *t*-1 could be saved *-2, um, in administrative costs and so forth nationwide by * consolidating into sort of a national insurance provider"	were	the	money	nonempty	lone head	adjacent	definite	that	24	22		1279	" ""MALE"""	1935	55	" ""SOUTH MIDLAND"""	2	" ""CASH"""	55	74	A	3021	314	GUN CONTROL	1	1	1
87341:2	"all the stuff that *t*-1 goes with that,"	"all the stuff that *t*-1 goes with that,"	that *t*-1 goes with that			all	stuff	empty	lone head	adjacent	definite	that	5	3		1229	" ""FEMALE"""	1950	40	" ""NORTHERN"""	3	" ""CASH"""	109	183	A	3041	348	MOVIES	2	1	1
87985:46	"i wondered if, uh, the tribes that they represented *t*-2 the tribe that *t*-1 was the, the evil tribe, if they were really as bad as it made them to be *?*."	"the tribe that *t*-1 was the, the evil tribe"	"that *t*-1 was the, the evil tribe"	i	represented	the	tribe	nonempty	lone head	adjacent	definite	that	7	5		1278	" ""MALE"""	1956	34	" ""SOUTHERN"""	0	" ""GIFT"""	71	93	B	3047	324	CHOOSING A COLLEGE	3	2	2
88969:21	"the guy, the guy that *t*-1 played in it, he was not the star, but the one that *t*-2 played in it that i liked *t*-3 best was the one who *t*-4 was in, uh, oh, the one about the old people."	the guy that *t*-1 played in it	that *t*-1 played in it	the one that *t*-2 played in it that i liked *t*-3 best	was	the	guy	empty	lone head	adjacent	definite	that	5	3		1285	" ""FEMALE"""	1939	51	" ""MIXED"""	2	" ""CASH"""	36	75	A	3052	305	CARE OF THE ELDERLY	2	1	1
89453:2	the one that *t*-1 looks like monopoly apartments.	the one that *t*-1 looks like monopoly apartments.	that *t*-1 looks like monopoly apartments			the	one	empty	lone head	adjacent	definite	that	6	4		1281	" ""FEMALE"""	1955	35	" ""NEW ENGLAND"""	3	" ""CASH"""	31	51	B	3062	353	PUBLIC EDUCATION	2	1	1
95440:72	"i, i just think 0 employers have *-1 to have, * especially given today, the drug abuse that *t*-2 goes on, i just think 0 employers have *-3 to have some kind of way 0 * to see that they're not being put *-7 at risk *t*-6. because they're the ones who *t*-4 are going *-5 to have the lawsuits, the insurance claims, et cetera,"	the drug abuse that *t*-2 goes on	that *t*-2 goes on	i	think	the	abuse	nonempty	lone head	adjacent	definite	that	4	2		1004	" ""FEMALE"""	1958	32	" ""NORTHERN"""	2	" ""GIFT"""	4	7	B	3096	329	WOMEN'S ROLES	4	3	1
980:14:00	did you hear about this lotus data base that *t*-1 was being put *-2 together?	this lotus data base that *t*-1 was being put *-2 together	that *t*-1 was being put *-2 together		hear	this	base	nonempty	other	adjacent	definite	that	7	5		1119	" ""MALE"""	1946	44	" ""MIXED"""	3	" ""CASH"""	44	77	B	2012	336	RIGHT TO PRIVACY	2	2	2
3417:17:00	"and now you're singing all this stuff that, *t*-3 doesn't matter what you, what you sing *t*-2 or what you record *t*-1,"	"all this stuff that, *t*-3 doesn't matter what you, what you sing *t*-2 or what you record *t*-1"	"that, *t*-3 doesn't matter what you, what you sing *t*-2 or what you record *t*-1"	you	're	all	stuff	empty	other	adjacent	definite	that	16	14		1167	" ""MALE"""	1969	21	" ""NORTHERN"""	3	" ""CASH"""	91	174	A	2032	308	MUSIC	3	2	2
3462:05:00	"and the music that *t*-1 goes with it just picks you up, see,"	the music that *t*-1 goes with it	that *t*-1 goes with it	the music that *t*-1 goes with it	picks	the	music	nonempty	other	adjacent	definite	that	5	3		1093	" ""FEMALE"""	1960	30	" ""NORTH MIDLAND"""	2	" ""GIFT"""	106	203	B	2032	308	MUSIC	3	2	2
100487:3	every youth that *t*-1's ever gone really has felt that their life has been changed *-2	every youth that *t*-1's ever gone	that *t*-1's ever gone	every youth that *t*-1's ever gone	has	every	youth	nonempty	other	adjacent	definite	that	5	3		1320	" ""FEMALE"""	1962	28	" ""MIXED"""	1	" ""CASH"""	10	11	B	3138	306	RECIPES/FOOD/COOKING	2	1	1
103946:115	"and so it *exp*-5 doesn't bother me at all that we're, we're, uh, kind of starting *-1 to put the pressure *ich*-6 on people * to get away from all this, uh, throwaway society that *t*-3 got developed *-4 in the sixties and seventies."	"all this, uh, throwaway society that *t*-3 got developed *-4 in the sixties and seventies"	that *t*-3 got developed *-4 in the sixties and seventies	*-1	get	all	society	nonempty	other	adjacent	definite	that	10	8		1410	" ""FEMALE"""	1955	35	" ""SOUTH MIDLAND"""	2	" ""CASH"""	8	35	B	3161	301	AIDS	2	2	3
104247:26	"and, boy, i can't think of the other one that *t*-2's fixing *-1 to come out."	the other one that *t*-2's fixing *-1 to come out	that *t*-2's fixing *-1 to come out	i	think	the	one	empty	other	adjacent	definite	that	8	6		1181	" ""MALE"""	1958	32	" ""SOUTH MIDLAND"""	2	" ""CASH"""	7	52	A	3169	326	BOATING AND SAILING	2	2	3
109556:5	but the room that *t*-1's built on doesn't have a closet	the room that *t*-1's built on	that *t*-1's built on	the room that *t*-1's built on	does	the	room	nonempty	other	adjacent	definite	that	5	3		1413	" ""MALE"""	1940	50	" ""SOUTH MIDLAND"""	2	" ""CASH"""	97	129	A	3242	354	DRUG TESTING	1	1	1
112414:20	"uh, m-, my daughter that *t*-1 has three stays home with her children,"	my daughter that *t*-1 has three	that *t*-1 has three	my daughter that *t*-1 has three	stays	my	daughter	nonempty	other	adjacent	definite	that	4	2		1108	" ""MALE"""	1950	40	" ""NORTHERN"""	2	" ""GIFT"""	91	151	B	3275	304	CREDIT CARD USE	1	1	1
113348:20	i have a real problem with all the foreign aid that *t*-1 is going to the countries that *t*-2 really have no use for us.	all the foreign aid that *t*-1 is going to the countries that *t*-2 really have no use for us	that *t*-1 is going to the countries that *t*-2 really have no use for us	i	have	all	aid	nonempty	other	adjacent	definite	that	15	13		1112	" ""FEMALE"""	1956	34	" ""SOUTHERN"""	3	" ""CASH"""	64	141	B	3288	318	AUTO REPAIRS	1	1	1
116762:84	"well, today on c n n they were talking about something like this about, uh, * learning *-1 to recognize voices and words and stuff and the research that *t*-2's going on which *t*-3 is kind of what we're doing *t*-4, * helping them get a data base for words."	"the research that *t*-2's going on which *t*-3 is kind of what we're doing *t*-4, * helping them get a data base for words"	that *t*-2's going on	they	were	the	research	nonempty	other	adjacent	definite	that	5	2	"two RCs in this example, so added an entry for the second one"	1399	" ""FEMALE"""	1949	41	" ""SOUTH MIDLAND"""	2	" ""CASH"""	47	81	A	3325	351	PETS	2	2	1
